step,object,x,y,zoom,page,question,answer,alt_text,layer1_button,layer1_content,layer2_button,layer2_content,clip_start,clip_end,loop
paso,objeto,x,y,zoom,pagina,pregunta,respuesta,texto_alt,boton1,contenido1,boton2,contenido2,inicio_clip,fin_clip,bucle
1,aids-prevention-team,0.5005392180274042,0.7090348573865054,1.7184134110116092,,,,,,,,,,,
2,epidemic-spreads-among,0.5,0.5,1,,,,,,,,,,,
3,women-in-aids,0.4846977131270191,0.7827947281810865,2.9859839999999993,,,,,,,,,,,
4,thai-woman-talks,0.7153769716627981,0.4129542458740549,1.7279999999999998,,,,,,,,,,,
5,you-wont-get,0.5,0.5,1,,,,,,,,,,,
