step,object,x,y,zoom,page,question,answer,alt_text,layer1_button,layer1_content,layer2_button,layer2_content,clip_start,clip_end,loop
paso,objeto,x,y,zoom,pagina,pregunta,respuesta,texto_alt,boton1,contenido1,boton2,contenido2,inicio_clip,fin_clip,bucle
1,prevention-of-aids,0.5,0.5,1,,,,,,,,,,,
2,prevention-of-aids,0.6010166271919751,0.40433211544100783,4.478975999999999,,,,,,,,,,,
3,dont-stop-passion,0.49181873006727106,0.19810523437511504,2.4883199999999994,,,,,,,,,,,
